Res2_Phage_E4_2	165062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	1072.0	3697.0	6166.0	7298.0	7932.0	10250.0	13115.0	16516.0	21106.0	25967.0	32299.0	39401.0	48802.0	59701.0	74156.0	91146.0	113419.0	141220.0	176857.0	221919.0	282362.0	363514.0	465303.0	566268.0	783837.0	3151209.0
Res2_Phage_E5_1	1149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	3.0	3.0	11.0	10.0	24.0	59.0	96.0	120.0	170.0	228.0	303.0	434.0	645.0	984.0	1428.0	2276.0	3604.0	5632.0	8979.0	14198.0	21994.0	33838.0	53076.0	102946.0	488139.0
Res2_Phage_E5_2	1118.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	11.0	24.0	51.0	133.0	282.0	321.0	359.0	539.0	822.0	1261.0	1811.0	2596.0	3562.0	5057.0	7051.0	9599.0	12787.0	17084.0	21780.0	27248.0	32602.0	35992.0	37582.0	40214.0	49131.0	64646.0	91787.0	274898.0
Res2_Phage_E6_1	65990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	5.0	4.0	3.0	9.0	45.0	106.0	537.0	1005.0	868.0	744.0	848.0	1140.0	1623.0	2488.0	3768.0	5796.0	8391.0	12641.0	18442.0	26029.0	36905.0	50725.0	67620.0	90096.0	137934.0	397774.0
Res2_Phage_E6_2	64146.0	0.0	0.0	1.0	0.0	3.0	6.0	10.0	23.0	82.0	371.0	1249.0	2387.0	3203.0	4164.0	5324.0	6616.0	8144.0	10067.0	12515.0	14788.0	18264.0	21538.0	25249.0	29775.0	34772.0	40072.0	45508.0	48662.0	49658.0	46937.0	45944.0	49177.0	59039.0	84025.0	199825.0
Res2_Phage_F1_1	223813.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	19.0	78.0	242.0	998.0	1786.0	1570.0	1186.0	1205.0	1596.0	2382.0	3384.0	5342.0	8187.0	12487.0	18698.0	28352.0	42088.0	64248.0	97792.0	152572.0	251884.0	479057.0	1650228.0
Res2_Phage_F1_2	216376.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	123.0	974.0	2996.0	4449.0	5083.0	6111.0	8151.0	10597.0	14167.0	18070.0	23054.0	28860.0	35696.0	44105.0	53403.0	64579.0	77818.0	92227.0	108072.0	126097.0	142564.0	157126.0	166203.0	177280.0	208642.0	311743.0	944628.0
Res2_Phage_F2_1	91353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	17.0	38.0	97.0	486.0	895.0	745.0	515.0	524.0	698.0	1042.0	1443.0	2272.0	3471.0	5352.0	8235.0	12363.0	19134.0	28247.0	43461.0	67547.0	110486.0	214631.0	885691.0
Res2_Phage_F2_2	88461.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	7.0	21.0	307.0	1083.0	1967.0	2228.0	2697.0	3638.0	4515.0	5880.0	7371.0	9292.0	11644.0	14463.0	17816.0	21468.0	25693.0	30766.0	36273.0	41910.0	47235.0	51650.0	54687.0	58729.0	68072.0	96879.0	171507.0	622482.0
Res2_Phage_F3_1	11150.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	2.0	11.0	7.0	12.0	12.0	32.0	46.0	153.0	311.0	404.0	476.0	644.0	851.0	1305.0	1769.0	2883.0	4562.0	7265.0	11543.0	18092.0	28760.0	44539.0	69379.0	106319.0	164426.0	272243.0	1057748.0
Res2_Phage_F3_2	10591.0	0.0	2.0	2.0	1.0	29.0	65.0	86.0	200.0	134.0	242.0	733.0	1739.0	1790.0	1651.0	2024.0	2426.0	3274.0	4387.0	5915.0	7894.0	10882.0	14733.0	19787.0	26297.0	34478.0	44849.0	57522.0	71129.0	81338.0	81677.0	76818.0	90603.0	134356.0	232899.0	784399.0
